BestFit,WorstFit,MeanFit,Longest,shortest,MeanLength,SelectedLable
2.571774959564209,3.4028234663852886e+38,1.8875036415105898e+38,50,1,17.171875,1
0.0,4.010287761688232,2.6758905481547117,50,1,17.171875,1
0.0,4.010287761688232,2.6924047954380512,50,1,17.171875,1
0.0,4.010287761688232,2.6959310304373503,50,1,17.171875,1
0.0,4.010287761688232,2.661577772349119,50,1,17.171875,1
0.0,4.010287761688232,2.708538442850113,50,1,17.171875,1
0.0,4.010287761688232,2.686764173209667,50,1,17.171875,1
0.0,4.010287761688232,2.644512439146638,50,1,17.171875,1
0.0,4.010287761688232,2.6828668024390936,50,1,17.171875,1
0.0,4.010287761688232,2.695664294064045,50,1,17.171875,1
0.0,4.010287761688232,2.672141518443823,50,1,17.171875,1
0.0,4.010287761688232,2.705893574282527,50,1,17.171875,1
0.0,4.010287761688232,2.7153993137180805,50,1,17.171875,1
0.0,4.010287761688232,2.681059166789055,50,1,17.171875,1
0.0,4.010287761688232,2.657321134582162,50,1,17.171875,1
0.0,4.010287761688232,2.7084423694759607,50,1,17.171875,1
0.0,4.010287761688232,2.6772104427218437,50,1,17.171875,1
0.0,4.010287761688232,2.6728895343840122,50,1,17.171875,1
0.0,4.010287761688232,2.6702034790068865,50,1,17.171875,1
0.0,4.010287761688232,2.6895519141107798,50,1,17.171875,1
0.0,4.010287761688232,2.700224271044135,50,1,17.171875,1
0.0,4.010287761688232,2.6646027080714703,50,1,17.171875,1
0.0,4.010287761688232,2.675888430327177,50,1,17.171875,1
0.0,4.010287761688232,2.6779126189649105,50,1,17.171875,1
0.0,4.010287761688232,2.6758954133838415,50,1,17.171875,1
0.0,4.010287761688232,2.7016008496284485,50,1,17.171875,1
0.0,4.010287761688232,2.6631314624100924,50,1,17.171875,1
0.0,4.010287761688232,2.6604395285248756,50,1,17.171875,1
0.0,4.010287761688232,2.7111242450773716,50,1,17.171875,1
0.0,4.010287761688232,2.684115696698427,50,1,17.171875,1
0.0,4.010287761688232,2.668884666636586,50,1,17.171875,1
0.0,4.010287761688232,2.6695218328386545,50,1,17.171875,1
0.0,4.010287761688232,2.7034108992666006,50,1,17.171875,1
0.0,4.010287761688232,2.689773205667734,50,1,17.171875,1
0.0,4.010287761688232,2.696448201313615,50,1,17.171875,1
0.0,4.010287761688232,2.692980909720063,50,1,17.171875,1
0.0,4.010287761688232,2.676359210163355,50,1,17.171875,1
0.0,4.010287761688232,2.7041647657752037,50,1,17.171875,1
0.0,4.010287761688232,2.68331890553236,50,1,17.171875,1
0.0,4.010287761688232,2.700323600322008,50,1,17.171875,1
0.0,4.010287761688232,2.6951870881021023,50,1,17.171875,1
0.0,4.010287761688232,2.676256002858281,50,1,17.171875,1
0.0,4.010287761688232,2.683409994468093,50,1,17.171875,1
0.0,4.010287761688232,2.6561640109866858,50,1,17.171875,1
0.0,4.010287761688232,2.676380544900894,50,1,17.171875,1
0.0,4.010287761688232,2.6771144587546587,50,1,17.171875,1
0.0,4.010287761688232,2.7062291279435158,50,1,17.171875,1
0.0,4.010287761688232,2.701540494337678,50,1,17.171875,1
0.0,4.010287761688232,2.675837306305766,50,1,17.171875,1
0.0,4.010287761688232,2.6728404201567173,50,1,17.171875,1
0.0,4.010287761688232,2.70342249982059,50,1,17.171875,1
0.0,4.010287761688232,2.6859713178128004,50,1,17.171875,1
0.0,4.010287761688232,2.6519991364330053,50,1,17.171875,1
0.0,4.010287761688232,2.704219290986657,50,1,17.171875,1
0.0,4.010287761688232,2.695721371099353,50,1,17.171875,1
0.0,4.010287761688232,2.6646579038351774,50,1,17.171875,1
0.0,4.010287761688232,2.6751046795397997,50,1,17.171875,1
0.0,4.010287761688232,2.6596986036747694,50,1,17.171875,1
0.0,4.010287761688232,2.641546944156289,50,1,17.171875,1
0.0,4.010287761688232,2.6825869381427765,50,1,17.171875,1
0.0,4.010287761688232,2.677944352850318,50,1,17.171875,1
0.0,4.010287761688232,2.6959895566105843,50,1,17.171875,1
0.0,4.010287761688232,2.7084923405200243,50,1,17.171875,1
0.0,4.010287761688232,2.696520045399666,50,1,17.171875,1
0.0,4.010287761688232,2.654888005927205,50,1,17.171875,1
0.0,4.010287761688232,2.642815014347434,50,1,17.171875,1
0.0,4.010287761688232,2.6402331478893757,50,1,17.171875,1
0.0,4.010287761688232,2.6694255489856005,50,1,17.171875,1
0.0,4.010287761688232,2.6650849115103483,50,1,17.171875,1
0.0,4.010287761688232,2.6983961798250675,50,1,17.171875,1
0.0,4.010287761688232,2.713401012122631,50,1,17.171875,1
0.0,4.010287761688232,2.704219290986657,50,1,17.171875,1
0.0,4.010287761688232,2.7064220122992992,50,1,17.171875,1
0.0,4.010287761688232,2.6877506878226995,50,1,17.171875,1
0.0,4.010287761688232,2.665878726169467,50,1,17.171875,1
0.0,4.010287761688232,2.665129592642188,50,1,17.171875,1
0.0,4.010287761688232,2.711595157161355,50,1,17.171875,1
0.0,4.010287761688232,2.687804654240608,50,1,17.171875,1
0.0,4.010287761688232,2.695940164849162,50,1,17.171875,1
0.0,4.010287761688232,2.700204035267234,50,1,17.171875,1
0.0,4.010287761688232,2.6902785785496235,50,1,17.171875,1
0.0,4.010287761688232,2.652742400765419,50,1,17.171875,1
0.0,4.010287761688232,2.6937191747128963,50,1,17.171875,1
0.0,4.010287761688232,2.6764755621552467,50,1,17.171875,1
0.0,4.010287761688232,2.6825831085443497,50,1,17.171875,1
0.0,4.010287761688232,2.708456128835678,50,1,17.171875,1
0.0,4.010287761688232,2.6515364293009043,50,1,17.171875,1
0.0,4.010287761688232,2.6676078028976917,50,1,17.171875,1
0.0,4.010287761688232,2.682803785428405,50,1,17.171875,1
0.0,4.010287761688232,2.652740517631173,50,1,17.171875,1
0.0,4.010287761688232,2.688748190179467,50,1,17.171875,1
0.0,4.010287761688232,2.676385035738349,50,1,17.171875,1
0.0,4.010287761688232,2.6758481729775667,50,1,17.171875,1
0.0,4.010287761688232,2.6963479947298765,50,1,17.171875,1
0.0,4.010287761688232,2.696459636092186,50,1,17.171875,1
0.0,4.010287761688232,2.679264649748802,50,1,17.171875,1
0.0,4.010287761688232,2.671051040291786,50,1,17.171875,1
0.0,4.010287761688232,2.615872012451291,50,1,17.171875,1
0.0,4.010287761688232,2.679421830922365,50,1,17.171875,1
0.0,4.010287761688232,2.6372906677424908,50,1,17.171875,1
0.0,4.010287761688232,2.681807428598404,50,1,17.171875,1
0.0,4.010287761688232,2.660443529486656,50,1,17.171875,1
0.0,4.010287761688232,2.665860667824745,50,1,17.171875,1
0.0,4.010287761688232,2.674621559679508,50,1,17.171875,1
0.0,4.010287761688232,2.6756168603897095,50,1,17.171875,1
0.0,4.010287761688232,2.698201412335038,50,1,17.171875,1
0.0,4.010287761688232,2.6484503634274006,50,1,17.171875,1
0.0,4.010287761688232,2.666864277794957,50,1,17.171875,1
0.0,4.010287761688232,2.6507300548255444,50,1,17.171875,1
0.0,4.010287761688232,2.6758295558393,50,1,17.171875,1
0.0,4.010287761688232,2.69238692894578,50,1,17.171875,1
0.0,4.010287761688232,2.706431146711111,50,1,17.171875,1
0.0,4.010287761688232,2.7049043886363506,50,1,17.171875,1
0.0,4.010287761688232,2.6554225366562605,50,1,17.171875,1
0.0,4.010287761688232,2.696683580055833,50,1,17.171875,1
0.0,4.010287761688232,2.6720805261284113,50,1,17.171875,1
0.0,4.010287761688232,2.664393987506628,50,1,17.171875,1
0.0,4.010287761688232,2.7141322754323483,50,1,17.171875,1
0.0,4.010287761688232,2.6998852472752333,50,1,17.171875,1
0.0,4.010287761688232,2.6891802977770567,50,1,17.171875,1
0.0,4.010287761688232,2.6764383129775524,50,1,17.171875,1
0.0,4.010287761688232,2.7153872326016426,50,1,17.171875,1
0.0,4.010287761688232,2.6951870899647474,50,1,17.171875,1
0.0,4.010287761688232,2.6840598061680794,50,1,17.171875,1
0.0,4.010287761688232,2.6623412929475307,50,1,17.171875,1
0.0,4.010287761688232,2.6979416217654943,50,1,17.171875,1
0.0,4.010287761688232,2.6756250262260437,50,1,17.171875,1
0.0,4.010287761688232,2.695904551073909,50,1,17.171875,1
0.0,4.010287761688232,2.6980019751936197,50,1,17.171875,1
0.0,4.010287761688232,2.6889883186668158,50,1,17.171875,1
0.0,4.010287761688232,2.704219290986657,50,1,17.171875,1
0.0,4.010287761688232,2.6758351642638445,50,1,17.171875,1
0.0,4.010287761688232,2.6444998662918806,50,1,17.171875,1
0.0,4.010287761688232,2.694973971694708,50,1,17.171875,1
0.0,4.010287761688232,2.6865005921572447,50,1,17.171875,1
0.0,4.010287761688232,2.665388509631157,50,1,17.171875,1
0.0,4.010287761688232,2.6638534255325794,50,1,17.171875,1
0.0,4.010287761688232,2.66895261220634,50,1,17.171875,1
0.0,4.010287761688232,2.6694633066654205,50,1,17.171875,1
0.0,4.010287761688232,2.690506825223565,50,1,17.171875,1
0.0,4.010287761688232,2.6994762551039457,50,1,17.171875,1
0.0,4.010287761688232,2.6902997456490993,50,1,17.171875,1
0.0,4.010287761688232,2.697996575385332,50,1,17.171875,1
0.0,4.010287761688232,2.6945685856044292,50,1,17.171875,1
0.0,4.010287761688232,2.686064053326845,50,1,17.171875,1
0.0,4.010287761688232,2.700795730575919,50,1,17.171875,1
0.0,4.010287761688232,2.696787241846323,50,1,17.171875,1
0.0,4.010287761688232,2.7015880029648542,50,1,17.171875,1
0.0,4.010287761688232,2.69945858232677,50,1,17.171875,1
0.0,4.010287761688232,2.668655762448907,50,1,17.171875,1
0.0,4.010287761688232,2.6969421822577715,50,1,17.171875,1
0.0,4.010287761688232,2.675897564738989,50,1,17.171875,1
0.0,4.010287761688232,2.696523029357195,50,1,17.171875,1
0.0,4.010287761688232,2.701488684862852,50,1,17.171875,1
0.0,4.010287761688232,2.700733819976449,50,1,17.171875,1
0.0,4.010287761688232,2.6994703337550163,50,1,17.171875,1
0.0,4.010287761688232,2.64344572275877,50,1,17.171875,1
0.0,4.010287761688232,2.6980030331760645,50,1,17.171875,1
0.0,4.010287761688232,2.668028151616454,50,1,17.171875,1
0.0,4.010287761688232,2.698978751897812,50,1,17.171875,1
0.0,4.010287761688232,2.6709572207182646,50,1,17.171875,1
0.0,4.010287761688232,2.694621754810214,50,1,17.171875,1
0.0,4.010287761688232,2.6646019015461206,50,1,17.171875,1
0.0,4.010287761688232,2.6779741272330284,50,1,17.171875,1
0.0,4.010287761688232,2.707756543532014,50,1,17.171875,1
0.0,4.010287761688232,2.6923867501318455,50,1,17.171875,1
0.0,4.010287761688232,2.7022186629474163,50,1,17.171875,1
0.0,4.010287761688232,2.665855299681425,50,1,17.171875,1
0.0,4.010287761688232,2.7042101565748453,50,1,17.171875,1
0.0,4.010287761688232,2.7077584266662598,50,1,17.171875,1
0.0,4.010287761688232,2.6952004060149193,50,1,17.171875,1
0.0,4.010287761688232,2.704144861549139,50,1,17.171875,1
0.0,4.010287761688232,2.6758365724235773,50,1,17.171875,1
0.0,4.010287761688232,2.672888917848468,50,1,17.171875,1
0.0,4.010287761688232,2.671612912788987,50,1,17.171875,1
0.0,4.010287761688232,2.679793255403638,50,1,17.171875,1
0.0,4.010287761688232,2.6507409047335386,50,1,17.171875,1
0.0,4.010287761688232,2.684059167280793,50,1,17.171875,1
0.0,4.010287761688232,2.701543129980564,50,1,17.171875,1
0.0,4.010287761688232,2.6817309260368347,50,1,17.171875,1
0.0,4.010287761688232,2.69651816226542,50,1,17.171875,1
0.0,4.010287761688232,2.6876956187188625,50,1,17.171875,1
0.0,4.010287761688232,2.701648997142911,50,1,17.171875,1
0.0,4.010287761688232,2.672301786020398,50,1,17.171875,1
0.0,4.010287761688232,2.6945874206721783,50,1,17.171875,1
0.0,4.010287761688232,2.674572167918086,50,1,17.171875,1
0.0,4.010287761688232,2.6751085817813873,50,1,17.171875,1
0.0,4.010287761688232,2.675828143954277,50,1,17.171875,1
0.0,4.010287761688232,2.7001923620700836,50,1,17.171875,1
0.0,4.010287761688232,2.6833234913647175,50,1,17.171875,1
0.0,4.010287761688232,2.645269623026252,50,1,17.171875,1
0.0,4.010287761688232,2.653565786778927,50,1,17.171875,1
0.0,4.010287761688232,2.6676222048699856,50,1,17.171875,1
0.0,4.010287761688232,2.69730737619102,50,1,17.171875,1
0.0,4.010287761688232,2.693721292540431,50,1,17.171875,1
0.0,4.010287761688232,2.6771610509604216,50,1,17.171875,1
0.0,4.010287761688232,2.695721983909607,50,1,17.171875,1
0.0,4.010287761688232,2.667664621025324,50,1,17.171875,1
0.0,4.010287761688232,2.6514715291559696,50,1,17.171875,1
0.0,4.010287761688232,2.6840653885155916,50,1,17.171875,1
0.0,4.010287761688232,2.6758559811860323,50,1,17.171875,1
0.0,4.010287761688232,2.6283724680542946,50,1,17.171875,1
0.0,4.010287761688232,2.684066304937005,50,1,17.171875,1
0.0,4.010287761688232,2.706432718783617,50,1,17.171875,1
0.0,4.010287761688232,2.6515268459916115,50,1,17.171875,1
0.0,4.010287761688232,2.6597055196762085,50,1,17.171875,1
0.0,4.010287761688232,2.700276091694832,50,1,17.171875,1
0.0,4.010287761688232,2.6947376430034637,50,1,17.171875,1
0.0,4.010287761688232,2.704221174120903,50,1,17.171875,1
0.0,4.010287761688232,2.7029432859271765,50,1,17.171875,1
0.0,4.010287761688232,2.650942923501134,50,1,17.171875,1
0.0,4.010287761688232,2.6735790353268385,50,1,17.171875,1
0.0,4.010287761688232,2.700323600322008,50,1,17.171875,1
0.0,4.010287761688232,2.6685426458716393,50,1,17.171875,1
0.0,4.010287761688232,2.684815587475896,50,1,17.171875,1
0.0,4.010287761688232,2.660543428733945,50,1,17.171875,1
0.0,4.010287761688232,2.706431146711111,50,1,17.171875,1
0.0,4.010287761688232,2.6681120954453945,50,1,17.171875,1
0.0,4.010287761688232,2.6389348972588778,50,1,17.171875,1
0.0,4.010287761688232,2.6998852472752333,50,1,17.171875,1
0.0,4.010287761688232,2.6361381858587265,50,1,17.171875,1
0.0,4.010287761688232,2.6930317245423794,50,1,17.171875,1
0.0,4.010287761688232,2.6859690360724926,50,1,17.171875,1
0.0,4.010287761688232,2.70100867934525,50,1,17.171875,1
0.0,4.010287761688232,2.6736273504793644,50,1,17.171875,1
0.0,4.010287761688232,2.7067012153565884,50,1,17.171875,1
0.0,4.010287761688232,2.707705309614539,50,1,17.171875,1
0.0,4.010287761688232,2.627159168943763,50,1,17.171875,1
0.0,4.010287761688232,2.7007237281650305,50,1,17.171875,1
0.0,4.010287761688232,2.6663509253412485,50,1,17.171875,1
0.0,4.010287761688232,2.664659183472395,50,1,17.171875,1
0.0,4.010287761688232,2.7002148162573576,50,1,17.171875,1
0.0,4.010287761688232,2.695980589836836,50,1,17.171875,1
0.0,4.010287761688232,2.6805290523916483,50,1,17.171875,1
0.0,4.010287761688232,2.66661324352026,50,1,17.171875,1
0.0,4.010287761688232,2.6728305593132973,50,1,17.171875,1
0.0,4.010287761688232,2.6697308532893658,50,1,17.171875,1
0.0,4.010287761688232,2.7098625153303146,50,1,17.171875,1
0.0,4.010287761688232,2.6951766032725573,50,1,17.171875,1
0.0,4.010287761688232,2.6999962497502565,50,1,17.171875,1
0.0,4.010287761688232,2.695402592420578,50,1,17.171875,1
0.0,4.010287761688232,2.672834472730756,50,1,17.171875,1
0.0,4.010287761688232,2.668925216421485,50,1,17.171875,1
0.0,4.010287761688232,2.67643397860229,50,1,17.171875,1
0.0,4.010287761688232,2.692932238802314,50,1,17.171875,1
0.0,4.010287761688232,2.6763676442205906,50,1,17.171875,1
0.0,4.010287761688232,2.695940164849162,50,1,17.171875,1
0.0,4.010287761688232,2.697984991595149,50,1,17.171875,1
0.0,4.010287761688232,2.6852310057729483,50,1,17.171875,1
0.0,4.010287761688232,2.692502034828067,50,1,17.171875,1
0.0,4.010287761688232,2.6083649061620235,50,1,17.171875,1
0.0,4.010287761688232,2.6527296006679535,50,1,17.171875,1
0.0,4.010287761688232,2.684862034395337,50,1,17.171875,1
0.0,4.010287761688232,2.669056348502636,50,1,17.171875,1
0.0,4.010287761688232,2.71192230284214,50,1,17.171875,1
0.0,4.010287761688232,2.6945096496492624,50,1,17.171875,1
0.0,4.010287761688232,2.6608467288315296,50,1,17.171875,1
0.0,4.010287761688232,2.7002652417868376,50,1,17.171875,1
0.0,4.010287761688232,2.676377395167947,50,1,17.171875,1
0.0,4.010287761688232,2.6346022225916386,50,1,17.171875,1
0.0,4.010287761688232,2.620946003124118,50,1,17.171875,1
0.0,4.010287761688232,2.662438193336129,50,1,17.171875,1
0.0,4.010287761688232,2.696461519226432,50,1,17.171875,1
0.0,4.010287761688232,2.708440450951457,50,1,17.171875,1
0.0,4.010287761688232,2.7014411818236113,50,1,17.171875,1
0.0,4.010287761688232,2.6986260171979666,50,1,17.171875,1
0.0,4.010287761688232,2.704168790951371,50,1,17.171875,1
0.0,4.010287761688232,2.688167652115226,50,1,17.171875,1
0.0,4.010287761688232,2.6476634107530117,50,1,17.171875,1
0.0,4.010287761688232,2.6841291822493076,50,1,17.171875,1
0.0,4.010287761688232,2.628372773528099,50,1,17.171875,1
0.0,4.010287761688232,2.645097680389881,50,1,17.171875,1
0.0,4.010287761688232,2.7014818247407675,50,1,17.171875,1
0.0,4.010287761688232,2.652735933661461,50,1,17.171875,1
0.0,4.010287761688232,2.693765863776207,50,1,17.171875,1
0.0,4.010287761688232,2.6929108072072268,50,1,17.171875,1
0.0,4.010287761688232,2.689023308455944,50,1,17.171875,1
0.0,4.010287761688232,2.6715519204735756,50,1,17.171875,1
0.0,4.010287761688232,2.6728908009827137,50,1,17.171875,1
0.0,4.010287761688232,2.673824768513441,50,1,17.171875,1
0.0,4.010287761688232,2.7016346640884876,50,1,17.171875,1
0.0,4.010287761688232,2.675897564738989,50,1,17.171875,1
0.0,4.010287761688232,2.679281424731016,50,1,17.171875,1
0.0,4.010287761688232,2.7015418633818626,50,1,17.171875,1
0.0,4.010287761688232,2.6756293792277575,50,1,17.171875,1
0.0,4.010287761688232,2.70020086504519,50,1,17.171875,1
0.0,4.010287761688232,2.6715545542538166,50,1,17.171875,1
0.0,4.010287761688232,2.682596292346716,50,1,17.171875,1
0.0,4.010287761688232,2.676727531477809,50,1,17.171875,1
0.0,4.010287761688232,2.6719713509082794,50,1,17.171875,1
0.0,4.010287761688232,2.6492596734315157,50,1,17.171875,1
0.0,4.010287761688232,2.6527969259768724,50,1,17.171875,1
0.0,4.010287761688232,2.677825642749667,50,1,17.171875,1
0.0,4.010287761688232,2.675897564738989,50,1,17.171875,1
0.0,4.010287761688232,2.676567818969488,50,1,17.171875,1
0.0,4.010287761688232,2.706414984539151,50,1,17.171875,1
0.0,4.010287761688232,2.6971986014395952,50,1,17.171875,1
0.0,4.010287761688232,2.69599143974483,50,1,17.171875,1
0.0,4.010287761688232,2.643649624660611,50,1,17.171875,1
0.0,4.010287761688232,2.6702067758888006,50,1,17.171875,1
0.0,4.010287761688232,2.672843474894762,50,1,17.171875,1
0.0,4.010287761688232,2.6778637412935495,50,1,17.171875,1
0.0,4.010287761688232,2.6728799510747194,50,1,17.171875,1
0.0,4.010287761688232,2.675897564738989,50,1,17.171875,1
0.0,4.010287761688232,2.7015906386077404,50,1,17.171875,1
0.0,4.010287761688232,2.656218521296978,50,1,17.171875,1
0.0,4.010287761688232,2.6522702034562826,50,1,17.171875,1
0.0,4.010287761688232,2.68331890553236,50,1,17.171875,1
0.0,4.010287761688232,2.700735153630376,50,1,17.171875,1
0.0,4.010287761688232,2.6959310304373503,50,1,17.171875,1
0.0,4.010287761688232,2.6527969259768724,50,1,17.171875,1
0.0,4.010287761688232,2.68674698472023,50,1,17.171875,1
0.0,4.010287761688232,2.692046357318759,50,1,17.171875,1
0.0,4.010287761688232,2.6689951103180647,50,1,17.171875,1
0.0,4.010287761688232,2.6663334667682648,50,1,17.171875,1
0.0,4.010287761688232,2.652790332213044,50,1,17.171875,1
0.0,4.010287761688232,2.682866185903549,50,1,17.171875,1
0.0,4.010287761688232,2.6929321344941854,50,1,17.171875,1
0.0,4.010287761688232,2.6971819065511227,50,1,17.171875,1
0.0,4.010287761688232,2.676355293020606,50,1,17.171875,1
0.0,4.010287761688232,2.6689127814024687,50,1,17.171875,1
0.0,4.010287761688232,2.711168460547924,50,1,17.171875,1
0.0,4.010287761688232,2.633333982899785,50,1,17.171875,1
0.0,4.010287761688232,2.6994684506207705,50,1,17.171875,1
0.0,4.010287761688232,2.697187751531601,50,1,17.171875,1
0.0,4.010287761688232,2.6946629974991083,50,1,17.171875,1
0.0,4.010287761688232,2.6736316066235304,50,1,17.171875,1
0.0,4.010287761688232,2.6749799977988005,50,1,17.171875,1
0.0,4.010287761688232,2.6903155986219645,50,1,17.171875,1
0.0,4.010287761688232,2.6465627942234278,50,1,17.171875,1
0.0,4.010287761688232,2.6278441678732634,50,1,17.171875,1
0.0,4.010287761688232,2.683348083868623,50,1,17.171875,1
